,STATE,DISTRICT,BLOCK_NAME,LAT,LON,YEAR_OBS,Season,Depth,Depth_Trend,Depth_SMA,Depth_EWMA,Depth_DES,Depth_TES,Depth_ARIMA
3,MS,Kolhapur,Bavda,16.61527778,73.91259259333334,2009,POMKH,5.48,4.8,4.508333333333334,4.632394284471298,4.8938151040527496,4.6944228385385225,4.759156999386788
0,MS,Kolhapur,Bavda,16.61527778,73.91259259333334,2010,POMRB,5.506666666666668,4.632291666666666,4.890833333333333,4.8954365706827785,5.133579148818384,4.684549703129958,4.394610494473208
1,MS,Kolhapur,Bavda,16.61527778,73.91259259333334,2010,PREMON,6.453333333333332,4.4279166666666665,4.7091666666666665,5.0999286090763345,5.366377180770273,5.82482160298736,5.004034087856745
2,MS,Kolhapur,Bavda,16.61527778,73.91259259333334,2010,MONSOON,4.933333333333334,4.108333333333333,4.555416666666667,3.8299571654458,4.557390644026687,4.00269715838731,3.0986313767766456
3,MS,Kolhapur,Bavda,16.61527778,73.91259259333334,2010,POMKH,5.48,4.020416666666666,4.300416666666667,4.12997429926748,4.551032704549457,4.855122766879811,4.691486169183284
0,MS,Kolhapur,Bavda,16.61527778,73.91259259333334,2011,POMRB,5.506666666666668,4.061041666666666,3.9162500000000007,3.979317912893821,4.314532949799052,4.484906146660557,4.266884056856351
1,MS,Kolhapur,Bavda,16.61527778,73.91259259333334,2011,PREMON,6.453333333333332,4.191666666666666,4.124583333333334,4.883590747736291,4.81570565056071,5.13458796728179,5.133302636112759
2,MS,Kolhapur,Bavda,16.61527778,73.91259259333334,2011,MONSOON,4.933333333333334,4.693749999999999,3.997500000000001,3.4968211153084416,3.922490888653489,3.458159079838726,3.103337939208933
3,MS,Kolhapur,Bavda,16.61527778,73.91259259333334,2011,POMKH,5.48,5.064583333333332,4.385833333333334,4.551426002518398,4.446617421696205,4.326972662581719,4.813508424432636
0,MS,Kolhapur,Bavda,16.61527778,73.91259259333334,2012,POMRB,5.506666666666668,5.309270833333333,5.001666666666667,5.217522268177705,4.97372841639596,4.377087095019018,4.423077873388597
1,MS,Kolhapur,Bavda,16.61527778,73.91259259333334,2012,PREMON,6.453333333333332,5.199374999999999,5.1275,5.827846694239955,5.618494007477511,5.784852159751276,5.117243221027193
2,MS,Kolhapur,Bavda,16.61527778,73.91259259333334,2012,MONSOON,4.933333333333334,4.338124999999999,5.491041666666668,4.645041349877307,5.0645520563123565,4.025456331251942,3.0489653285130376
3,MS,Kolhapur,Bavda,16.61527778,73.91259259333334,2012,POMKH,5.48,3.663125,4.907708333333334,4.307024809926384,4.785452234277964,5.4363975008171375,4.7127338734629785
0,MS,Kolhapur,Bavda,16.633541667499998,73.93381944500001,2013,POMRB,5.506666666666668,3.776979166666667,3.768541666666668,3.2482148859558304,3.9314203633250697,4.763781135530621,4.231836384021445
1,MS,Kolhapur,Bavda,16.633541667499998,73.93381944500001,2013,PREMON,6.453333333333332,4.08375,3.5577083333333337,4.308928931573498,4.3592226286013345,4.865680796717884,5.161764135406767
2,MS,Kolhapur,Bavda,16.633541667499998,73.93381944500001,2013,MONSOON,4.933333333333334,4.6606250000000005,3.9962500000000007,4.435357358944098,4.407200516530716,2.795611816149141,2.8265177652098816
3,MS,Kolhapur,Bavda,16.633541667499998,73.93381944500001,2013,POMKH,5.48,4.8678125,4.1712500000000015,4.46121441536646,4.4201112345204585,4.726241612506501,4.955934681484216
0,MS,Kolhapur,Bavda,16.633541667499998,73.93381944500001,2014,POMRB,5.506666666666668,4.4470833333333335,5.15,4.9067286492198745,4.743661658070203,4.252601736631581,4.657102598280003
1,MS,Kolhapur,Bavda,16.633541667499998,73.93381944500001,2014,PREMON,6.453333333333332,4.2491666666666665,4.585625,4.401037189531925,4.4864419834997245,5.679629833723794,5.336545885706286
2,MS,Kolhapur,Bavda,16.633541667499998,73.93381944500001,2014,MONSOON,4.933333333333334,4.1154166666666665,4.308541666666667,4.047288980385821,4.2104604060599735,3.0441614731943325,2.678002173676078
3,MS,Kolhapur,Bavda,16.633541667499998,73.93381944500001,2014,POMKH,5.48,4.221666666666667,4.189791666666666,4.038373388231493,4.107370051854975,4.5601775265328826,4.859650851979172
0,MS,Kolhapur,Bavda,16.633541667499998,73.93381944500001,2015,POMRB,5.506666666666668,4.328333333333333,4.041041666666667,4.415024032938897,4.295318548979435,4.068550298084453,4.233586338544222
1,MS,Kolhapur,Bavda,16.633541667499998,73.93381944500001,2015,PREMON,6.453333333333332,4.460625000000001,4.402291666666667,4.684014419763338,4.50817390343606,5.179576278963173,5.557793305112297
2,MS,Kolhapur,Bavda,16.633541667499998,73.93381944500001,2015,MONSOON,4.933333333333334,4.250625,4.2543750000000005,3.9804086518580033,4.090896252411686,3.1192169298375982,2.8693231192857955
3,MS,Kolhapur,Bavda,16.633541667499998,73.93381944500001,2015,POMKH,5.48,3.8609375000000012,4.666875000000001,4.658245191114803,4.493733108554451,4.44582248570705,4.8541458788791365
0,MS,Kolhapur,Bavda,16.633541667499998,73.93381944500001,2016,POMRB,5.506666666666668,3.9093750000000007,3.834375000000001,3.4549471146688817,3.736131264597885,4.483963247734543,4.307649026900305
1,MS,Kolhapur,Bavda,16.633541667499998,73.93381944500001,2016,PREMON,6.453333333333332,3.5562500000000004,3.8875000000000006,4.192968268801328,4.080846151950765,4.669848949150714,5.354289832279925
